City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,San Patricio,US,2022-02-12 20:31:19,28.017,-97.5169,69.89,63,100,25.81
294,Migori,KE,2022-02-12 20:31:40,-1.0634,34.4731,64.54,87,100,6.15
295,Bitung,ID,2022-02-12 20:31:41,1.4451,125.1824,76.05,85,100,8.23
296,Konde,TZ,2022-02-12 20:31:41,-4.95,39.75,77.92,77,81,3.18
297,Killybegs,IE,2022-02-12 20:31:31,54.6333,-8.45,46.11,82,100,17.54
298,Ajacuba,MX,2022-02-12 20:31:41,20.0875,-99.1125,69.91,15,46,13.91
299,Katsuura,JP,2022-02-12 20:31:41,35.1333,140.3,39.31,59,38,3.36
300,Okitipupa,NG,2022-02-12 20:31:42,6.5047,4.7839,76.01,93,100,2.42
301,Yar-Sale,RU,2022-02-12 20:27:04,66.8333,70.8333,-8.34,92,100,14.83
302,Komsomolskiy,UZ,2022-02-12 20:31:42,40.4272,71.7189,39.92,87,100,2.3
303,Necochea,AR,2022-02-12 20:30:06,-38.5473,-58.7368,70.03,49,1,9.04
304,Ribeira Grande,PT,2022-02-12 20:31:42,38.5167,-28.7,61.2,82,40,20.71
305,Utiel,ES,2022-02-12 20:31:43,39.5667,-1.2,46.65,77,92,4.16
306,Haines Junction,CA,2022-02-12 20:31:43,60.7522,-137.5108,42.75,31,54,11.5
307,Honningsvag,NO,2022-02-12 20:31:43,70.9821,25.9704,29.75,64,100,24.52
308,Dingle,PH,2022-02-12 20:31:43,10.9995,122.6711,74.01,94,40,7.43
309,Sibut,CF,2022-02-12 20:31:44,5.718,19.0739,80.11,22,12,4.7
310,Southampton,GB,2022-02-12 20:26:54,50.904,-1.4043,47.37,88,75,14.97
311,Diamantino,BR,2022-02-12 20:31:44,-14.4086,-56.4461,78.67,90,98,1.9
312,Marawi,PH,2022-02-12 20:31:44,7.9986,124.2928,63.64,88,100,2.77
313,Almeria,ES,2022-02-12 20:31:45,37.1667,-2.3333,48.15,88,10,1.52
314,Smithers,CA,2022-02-12 20:30:43,54.7804,-127.1743,32.32,69,75,5.75
315,Atasu,KZ,2022-02-12 20:31:45,48.6814,71.6433,16.93,95,100,12.97
316,Turukhansk,RU,2022-02-12 20:31:45,65.8167,87.9833,-12.33,80,1,8.39
317,Rio Grande,BR,2022-02-12 20:31:46,-32.035,-52.0986,77.11,87,99,18.52
318,Shenjiamen,CN,2022-02-12 20:31:46,29.9576,122.298,45.93,94,99,9.19
319,Saint Anthony,US,2022-02-12 20:30:43,45.0205,-93.218,5.83,61,100,6.91
320,Nata,PA,2022-02-12 20:32:46,8.3333,-80.5167,85.46,40,10,17.49
321,Cobh,IE,2022-02-12 20:32:47,51.8572,-8.2992,47.59,98,75,6.91
322,Pemberton,CA,2022-02-12 20:32:47,50.3164,-122.8027,53.2,90,9,1.5
323,Pemba,MZ,2022-02-12 20:32:47,-12.974,40.5178,77.7,94,75,5.75
324,Uruacu,BR,2022-02-12 20:32:48,-14.5247,-49.1408,74.95,91,77,3.71
325,Paracuru,BR,2022-02-12 20:32:48,-3.41,-39.0306,84.22,78,96,8.46
326,Richards Bay,ZA,2022-02-12 20:32:48,-28.783,32.0377,73.83,86,0,9.66
327,Flinders,AU,2022-02-12 20:32:48,-34.5833,150.8552,65.21,94,76,4.0
328,Yambio,SS,2022-02-12 20:32:49,4.5721,28.3955,77.86,27,38,5.06
329,Romanovo,RU,2022-02-12 20:32:49,52.6182,81.2271,11.73,93,96,12.41
330,Saurimo,AO,2022-02-12 20:32:49,-9.6608,20.3916,64.4,97,100,2.82
331,Pizarro,CO,2022-02-12 20:32:49,4.9533,-77.366,80.85,80,84,5.53
332,Fairbanks,US,2022-02-12 20:32:50,64.8378,-147.7164,0.91,75,0,0.0
333,Wewak,PG,2022-02-12 20:32:50,-3.5534,143.6268,77.95,84,94,5.66
334,Sao Joao Da Barra,BR,2022-02-12 20:31:57,-21.6403,-41.0511,77.09,86,96,5.57
335,Coquimbo,CL,2022-02-12 20:32:50,-29.9533,-71.3436,69.53,68,20,12.66
336,Maymyo,MM,2022-02-12 20:32:51,22.0333,96.4667,51.91,55,38,3.58
337,Vuktyl,RU,2022-02-12 20:32:51,63.8567,57.3094,6.82,92,100,8.68
338,Marshall,US,2022-02-12 20:32:51,34.3834,-86.3333,60.01,56,0,11.5
339,Zakamensk,RU,2022-02-12 20:32:51,50.3741,103.2863,-15.07,100,100,1.28
340,Iqaluit,CA,2022-02-12 20:32:52,63.7506,-68.5145,-24.07,62,20,2.3
341,Povenets,RU,2022-02-12 20:32:53,62.8487,34.8262,11.01,99,88,5.12
342,Sol-Iletsk,RU,2022-02-12 20:32:53,51.1631,54.9918,25.14,93,82,5.5
343,Mumford,GH,2022-02-12 20:32:53,5.2618,-0.759,80.06,86,54,8.72
344,Saint-Georges,GD,2022-02-12 20:28:29,12.0564,-61.7485,83.88,61,20,20.71
345,Itarema,BR,2022-02-12 20:32:54,-2.9248,-39.9167,80.28,76,97,10.31
346,Gull Lake,CA,2022-02-12 20:32:54,50.1001,-108.4847,17.96,74,83,10.63
347,Ust-Tsilma,RU,2022-02-12 20:32:54,65.441,52.1498,12.67,96,97,5.79
348,Knysna,ZA,2022-02-12 20:32:55,-34.0363,23.0471,70.18,92,85,3.69
349,Guiberoua,CI,2022-02-12 20:32:55,6.2392,-6.1727,78.44,64,38,4.32
350,Khasan,RU,2022-02-12 20:32:55,42.4308,130.6434,20.59,50,99,8.97
351,Cabo San Lucas,MX,2022-02-12 20:29:06,22.8909,-109.9124,83.52,35,20,6.91
352,Marquette,US,2022-02-12 20:32:55,46.5333,-87.6335,8.33,61,100,4.9
353,Ilulissat,GL,2022-02-12 20:29:31,69.2167,-51.1,21.22,86,100,18.41
354,Togur,RU,2022-02-12 20:32:56,58.3631,82.8265,-4.07,97,11,8.1
355,Shimoda,JP,2022-02-12 20:32:56,34.6667,138.95,47.64,72,97,0.74
356,Mount Isa,AU,2022-02-12 20:32:56,-20.7333,139.5,73.17,100,40,4.61
357,Kirakira,SB,2022-02-12 20:32:56,-10.4544,161.9205,79.97,80,97,3.47
358,Datong,CN,2022-02-12 20:32:57,40.0936,113.2914,20.08,84,100,5.35
359,Masuguru,TZ,2022-02-12 20:32:57,-11.3667,38.4167,72.05,98,100,3.29
360,Safranbolu,TR,2022-02-12 20:32:57,41.2508,32.6942,32.43,91,98,2.28
361,Hamilton,US,2022-02-12 20:32:24,39.1834,-84.5333,31.44,77,100,10.36
362,Wajir,KE,2022-02-12 20:32:58,1.7471,40.0573,85.77,23,68,13.09
363,Ipaussu,BR,2022-02-12 20:32:58,-23.0553,-49.6284,78.49,70,0,4.16
364,Poum,NC,2022-02-12 20:29:10,-20.2333,164.0167,80.92,74,100,3.29
365,Barsovo,RU,2022-02-12 20:33:59,61.1667,73.1667,-6.99,98,12,8.34
366,Pout,SN,2022-02-12 20:33:59,14.7739,-17.0603,74.16,46,38,17.27
367,Letterkenny,IE,2022-02-12 20:33:59,54.95,-7.7333,44.55,83,100,14.05
368,Zhigansk,RU,2022-02-12 20:33:37,66.7697,123.3711,-34.02,100,79,4.09
369,Paralimni,CY,2022-02-12 20:33:59,35.0375,33.9833,56.43,85,7,4.0
370,Korla,CN,2022-02-12 20:34:00,41.7597,86.1469,28.15,49,100,7.2
371,Mezen,RU,2022-02-12 20:34:00,65.8522,44.24,10.65,96,96,6.98
372,Zabaykalsk,RU,2022-02-12 20:34:00,49.6333,117.3167,-21.01,100,64,3.06
373,Codrington,AU,2022-02-12 20:32:51,-38.2667,141.9667,73.63,43,89,12.75
374,Esperance,AU,2022-02-12 20:33:45,-33.8667,121.9,62.44,61,91,9.24
375,San Antonio,US,2022-02-12 20:31:54,29.4241,-98.4936,59.11,37,100,23.02
376,Riyadh,SA,2022-02-12 20:34:00,24.6877,46.7219,55.54,34,0,10.83
377,Kawalu,ID,2022-02-12 20:34:01,-7.3817,108.2082,72.75,92,100,1.72
378,Nouadhibou,MR,2022-02-12 20:34:01,20.931,-17.0347,71.58,49,0,13.8
379,Phillipsburg,US,2022-02-12 20:34:01,40.6937,-75.1902,57.09,41,99,11.99
380,Bose,IT,2022-02-12 20:34:02,45.4612,8.0137,42.24,69,100,3.22
381,Sola,VU,2022-02-12 20:32:27,-13.8833,167.55,77.86,86,99,16.17
382,Pisco,PE,2022-02-12 20:34:02,-13.7,-76.2167,78.85,57,0,16.11
383,Bestobe,KZ,2022-02-12 20:34:02,52.4994,73.0975,11.77,88,85,16.4
384,Cururupu,BR,2022-02-12 20:34:03,-1.8283,-44.8683,76.78,92,96,3.96
385,Daragutan,PH,2022-02-12 20:34:03,17.0,122.0333,69.73,93,98,3.0
386,Kavaratti,IN,2022-02-12 20:34:03,10.5669,72.642,80.47,70,6,7.14
387,San Quintin,MX,2022-02-12 20:34:03,30.4833,-115.95,75.06,29,74,7.72
388,Pangody,RU,2022-02-12 20:34:04,65.85,74.4859,-9.51,95,11,15.03
389,Birjand,IR,2022-02-12 20:34:04,32.8663,59.2211,46.87,66,100,11.5
390,Spornoye,RU,2022-02-12 20:34:04,50.8448,37.2913,24.82,93,34,9.55
391,Itape,PY,2022-02-12 20:34:05,-25.85,-56.6167,91.13,34,87,9.62
392,Kitimat,CA,2022-02-12 20:32:17,54.0524,-128.6534,34.18,79,100,1.25
393,Dreux,FR,2022-02-12 20:34:05,48.6667,1.25,37.36,71,74,8.46
394,Goderich,CA,2022-02-12 20:30:43,43.7501,-81.7165,15.91,73,100,12.66
395,Senneterre,CA,2022-02-12 20:34:05,48.3835,-77.2328,-7.38,81,100,9.19
396,Gangapur,IN,2022-02-12 20:34:05,26.4833,76.7167,56.79,37,0,5.53
397,Quatre Cocos,MU,2022-02-12 20:30:51,-20.2078,57.7625,80.71,86,10,11.18
398,Vernon,CA,2022-02-12 20:34:06,50.2581,-119.2691,42.13,58,24,2.3
399,Qaqortoq,GL,2022-02-12 20:31:22,60.7167,-46.0333,30.7,98,100,6.58
400,San Cristobal,VE,2022-02-12 20:29:18,7.7669,-72.225,77.18,37,100,5.99
401,Almaznyy,RU,2022-02-12 20:34:06,48.0448,40.045,33.94,91,100,16.4
402,Biak,ID,2022-02-12 20:34:06,-0.9131,122.8766,74.37,91,100,4.16
403,Whitianga,NZ,2022-02-12 20:34:07,-36.8333,175.7,71.02,85,99,27.58
404,Luderitz,NA,2022-02-12 20:34:07,-26.6481,15.1594,73.76,69,4,6.44
405,Sitio Novo Do Tocantins,BR,2022-02-12 20:34:07,-5.5183,-47.4611,85.93,70,40,6.91
406,Batagay-Alyta,RU,2022-02-12 20:34:08,67.8006,130.4114,-14.89,87,97,4.41
407,Xining,CN,2022-02-12 20:34:08,36.6167,101.7667,11.53,68,97,2.73
408,Bambous Virieux,MU,2022-02-12 20:34:08,-20.3428,57.7575,80.85,83,40,9.22
409,Wasilla,US,2022-02-12 20:33:58,61.5814,-149.4394,30.76,91,100,4.61
410,Tarakan,ID,2022-02-12 20:34:08,3.3,117.6333,78.53,81,100,2.66
411,Kintampo,GH,2022-02-12 20:34:09,8.0563,-1.7306,84.36,34,27,3.38
412,Alta Floresta,BR,2022-02-12 20:34:09,-9.8756,-56.0861,80.42,83,75,2.3
413,Great Falls,US,2022-02-12 20:35:09,47.5002,-111.3008,44.69,50,0,9.22
414,Srednekolymsk,RU,2022-02-12 20:35:09,67.45,153.6833,-31.67,98,95,7.31
415,Araouane,ML,2022-02-12 20:35:10,18.9048,-3.5265,65.28,15,0,9.57
416,Nemuro,JP,2022-02-12 20:35:10,43.3236,145.575,23.14,77,33,4.83
417,Ayr,GB,2022-02-12 20:35:10,55.4627,-4.6339,48.18,76,40,18.41
418,Huarmey,PE,2022-02-12 20:35:11,-10.0681,-78.1522,75.38,72,33,10.02
419,Tahta,EG,2022-02-12 20:35:11,26.7693,31.5021,55.72,29,0,5.95
420,Cairns,AU,2022-02-12 20:35:11,-16.9167,145.7667,75.15,91,60,8.05
421,Agadez,NE,2022-02-12 20:35:11,19.75,10.25,61.56,19,0,5.68
422,Starkville,US,2022-02-12 20:30:34,33.4504,-88.8184,60.46,56,73,14.45
423,Emerald,AU,2022-02-12 20:33:30,-23.5333,148.1667,69.94,83,0,4.61
424,Iskateley,RU,2022-02-12 20:35:12,67.6803,53.1512,10.94,95,98,10.09
425,Tiznit,MA,2022-02-12 20:35:12,29.5833,-9.5,57.11,55,1,2.21
426,Huilong,CN,2022-02-12 20:35:12,31.8111,121.655,47.03,93,100,13.29
427,Balkanabat,TM,2022-02-12 20:35:12,39.5108,54.3671,44.82,54,0,3.62
428,Nyurba,RU,2022-02-12 20:35:13,63.2842,118.3319,-27.11,100,98,3.15
429,Nsanje,MW,2022-02-12 20:35:13,-16.92,35.262,72.9,88,87,2.68
430,Otradnoye,RU,2022-02-12 20:35:13,59.7775,30.8181,35.87,96,100,12.48
431,Kibala,TD,2022-02-12 20:35:13,9.1104,18.3463,80.55,26,0,0.0
432,Coolum Beach,AU,2022-02-12 20:35:14,-26.5333,153.1,69.33,80,77,14.43
433,Manokwari,ID,2022-02-12 20:35:14,-0.8667,134.0833,77.7,77,93,5.91
434,Taunggyi,MM,2022-02-12 20:35:14,20.7833,97.0333,45.37,56,79,1.7
435,Tawang,IN,2022-02-12 20:35:15,27.5833,91.8667,24.08,33,0,8.79
436,Asosa,ET,2022-02-12 20:35:15,10.0667,34.5333,68.54,44,54,2.75
437,Pangnirtung,CA,2022-02-12 20:31:31,66.1451,-65.7125,-7.6,84,100,18.41
438,Penzance,GB,2022-02-12 20:35:15,50.1186,-5.5371,51.01,93,100,27.27
439,Iaciara,BR,2022-02-12 20:35:15,-14.0958,-46.6317,72.54,89,81,1.81
440,Avera,US,2022-02-12 20:35:16,33.194,-82.5271,71.71,35,97,7.45
441,Brae,GB,2022-02-12 20:31:29,60.3964,-1.353,46.31,88,95,22.62
442,Yulara,AU,2022-02-12 20:35:16,-25.2406,130.9889,67.84,45,0,6.91
443,Maryville,US,2022-02-12 20:31:51,35.7565,-83.9705,65.39,44,40,9.22
444,Krasnogorskiy,RU,2022-02-12 20:35:16,54.6025,61.231,5.94,97,100,3.38
445,Eureka,US,2022-02-12 20:35:17,40.8021,-124.1637,71.13,59,0,4.0
446,Alice Springs,AU,2022-02-12 20:34:57,-23.7,133.8833,58.55,77,0,5.75
447,Cookeville,US,2022-02-12 20:35:17,36.1628,-85.5016,44.8,70,100,9.22
448,Tieli,CN,2022-02-12 20:35:17,46.95,128.05,-18.06,100,100,1.88
449,Podujevo,XK,2022-02-12 20:35:17,42.9106,21.1931,38.01,88,100,3.65
450,Quilali,NI,2022-02-12 20:35:18,13.567,-86.026,89.28,34,7,11.88
451,Mersing,MY,2022-02-12 20:35:18,2.4312,103.8405,76.91,88,52,4.61
452,Hay River,CA,2022-02-12 20:32:17,60.8156,-115.7999,-11.22,77,100,8.05
453,Murakami,JP,2022-02-12 20:35:18,38.2333,139.4833,29.35,87,100,3.15
454,Tecoanapa,MX,2022-02-12 20:35:18,16.5167,-98.75,85.05,47,100,10.83
455,Sri Aman,MY,2022-02-12 20:35:19,1.2376,111.4621,75.25,94,100,0.0
456,Sur,OM,2022-02-12 20:35:19,22.5667,59.5289,69.01,63,0,10.29
457,Khorramshahr,IR,2022-02-12 20:35:19,30.4397,48.1664,55.36,76,35,4.61
458,Arlit,NE,2022-02-12 20:32:46,18.7369,7.3853,69.96,12,0,7.43
459,Laranja Da Terra,BR,2022-02-12 20:35:20,-19.8989,-41.0567,72.59,95,100,1.59
460,Balasheyka,RU,2022-02-12 20:36:20,53.2841,48.0851,24.73,96,100,7.9
461,Payson,US,2022-02-12 20:36:20,40.0444,-111.7321,52.02,33,40,5.75
462,Bayaguana,DO,2022-02-12 20:36:20,18.7564,-69.6362,83.79,67,74,7.36
463,Camacupa,AO,2022-02-12 20:36:21,-12.0167,17.4833,62.67,88,98,3.94
464,Marabba,SD,2022-02-12 20:36:21,12.35,32.1833,75.76,18,0,15.41
465,Yinchuan,CN,2022-02-12 20:36:21,38.4681,106.2731,28.38,71,87,2.75
466,Morgan City,US,2022-02-12 20:36:22,29.6994,-91.2068,71.04,52,88,5.26
467,Genc,TR,2022-02-12 20:36:22,38.7507,40.5603,22.64,68,31,6.55
468,Nova Olimpia,BR,2022-02-12 20:36:22,-14.7972,-57.2881,79.83,90,100,1.68
469,Morros,BR,2022-02-12 20:36:22,-9.4467,-46.3003,76.37,83,73,4.43
470,Villazon,BO,2022-02-12 20:36:23,-22.0866,-65.5942,58.26,54,51,21.23
471,Yatou,CN,2022-02-12 20:36:23,37.15,122.3833,36.27,55,100,8.79
472,San Carlos De Bariloche,AR,2022-02-12 20:35:16,-41.1456,-71.3082,82.15,10,0,9.22
473,Avallon,FR,2022-02-12 20:36:23,47.4833,3.9,32.47,68,52,5.79
474,Maceio,BR,2022-02-12 20:36:24,-9.6658,-35.7353,85.44,61,0,16.11
475,Dakar,SN,2022-02-12 20:35:17,14.6937,-17.4441,74.28,73,35,11.5
476,Kiunga,PG,2022-02-12 20:35:27,-6.1219,141.2906,72.3,92,80,0.87
477,Vao,NC,2022-02-12 20:36:24,-22.6667,167.4833,79.29,81,99,4.23
478,Lompoc,US,2022-02-12 20:31:39,34.6391,-120.4579,87.94,33,0,10.36
479,Dahuk,IQ,2022-02-12 20:36:24,36.8695,42.994,44.87,52,0,4.21
480,Gwadar,PK,2022-02-12 20:36:24,25.1216,62.3254,69.53,64,0,9.57
481,Den Helder,NL,2022-02-12 20:36:25,52.9599,4.7593,39.97,69,100,16.11
482,Ojinaga,MX,2022-02-12 20:36:25,29.5667,-104.4167,57.58,33,0,18.41
483,Puyang,CN,2022-02-12 20:36:25,29.4603,119.8861,43.59,96,100,2.53
484,Ocampo,MX,2022-02-12 20:36:25,21.65,-101.5,67.28,12,30,8.5
485,Tevaitoa,PF,2022-02-12 20:36:26,-16.7833,-151.5,81.3,74,92,14.79
486,Pietarsaari,FI,2022-02-12 20:36:26,63.65,22.6833,22.89,97,70,2.46
487,Seoul,KR,2022-02-12 20:32:52,37.5683,126.9778,29.77,72,75,3.44
488,Waingapu,ID,2022-02-12 20:36:26,-9.6567,120.2641,77.23,83,95,3.04
489,Barberton,ZA,2022-02-12 20:36:27,-25.7884,31.0532,68.05,79,0,0.98
490,Savinka,RU,2022-02-12 20:36:27,50.0785,47.0994,28.36,98,100,4.52
491,Urumqi,CN,2022-02-12 20:36:27,43.801,87.6005,9.55,92,75,0.0
492,Cayenne,GF,2022-02-12 20:36:28,4.9333,-52.3333,77.04,90,75,14.97
493,Saint-Gilles,FR,2022-02-12 20:36:28,43.6766,4.4302,53.51,71,0,4.61
494,Viedma,AR,2022-02-12 20:36:28,-40.8135,-62.9967,82.85,15,100,6.11
495,Svebolle,DK,2022-02-12 20:36:28,55.6518,11.2866,36.97,73,100,25.97
496,Beeville,US,2022-02-12 20:36:29,28.4008,-97.7483,69.35,36,0,24.16
497,Vila Do Maio,CV,2022-02-12 20:36:29,15.1333,-23.2167,74.19,71,91,19.84
498,Porto Novo,BJ,2022-02-12 20:36:29,6.4965,2.6036,82.22,80,36,9.01
499,Cabedelo,BR,2022-02-12 20:36:29,-6.9811,-34.8339,84.87,74,50,10.09
500,Takoradi,GH,2022-02-12 20:32:45,4.8845,-1.7554,79.86,82,95,6.42
501,Amberley,US,2022-02-12 20:36:30,39.2048,-84.428,30.74,77,100,10.36
502,Amsterdam,NL,2022-02-12 20:35:50,52.374,4.8897,40.91,67,0,15.01
503,Phultala,BD,2022-02-12 20:37:30,22.7,89.5167,59.38,54,11,7.11
504,Carmelo,UY,2022-02-12 20:34:45,-33.9892,-58.2856,71.55,51,49,12.55
505,Wanning,CN,2022-02-12 20:37:30,18.8003,110.3967,65.59,78,100,4.63
506,Olden,NO,2022-02-12 20:37:30,61.8364,6.8064,36.27,88,100,11.32
507,Dongsheng,CN,2022-02-12 20:37:31,39.8161,109.9776,22.6,85,96,14.65
508,Markovo,RU,2022-02-12 20:37:31,57.3206,107.0881,-30.06,100,100,0.54
509,Isla Vista,US,2022-02-12 20:37:31,34.4133,-119.861,89.35,25,0,4.61
510,Manga,BF,2022-02-12 20:37:32,11.6636,-1.0731,81.48,10,2,7.92
511,Zdvinsk,RU,2022-02-12 20:37:32,54.7021,78.661,0.95,89,11,10.69
512,Samana,DO,2022-02-12 20:37:32,19.2056,-69.3369,80.82,83,40,9.22
513,Lokosovo,RU,2022-02-12 20:34:02,61.1333,74.8167,-8.18,97,28,9.06
514,Khalandrion,GR,2022-02-12 20:37:32,38.0306,23.7979,55.65,79,40,4.0
515,Padang,ID,2022-02-12 20:37:33,-0.9492,100.3543,76.21,81,96,4.16
516,Goure,NE,2022-02-12 20:37:33,13.9835,10.2704,65.7,11,6,9.15
517,Juneau,US,2022-02-12 20:37:33,58.3019,-134.4197,42.85,96,100,12.66
518,Bastrop,US,2022-02-12 20:37:33,32.7562,-91.8724,51.48,71,100,8.99
519,Aasiaat,GL,2022-02-12 20:35:18,68.7098,-52.8699,4.33,84,100,35.7
520,Nedjo,ET,2022-02-12 20:37:34,9.5046,35.5019,61.83,63,44,2.08
521,Nome,US,2022-02-12 20:37:34,64.5011,-165.4064,-0.33,60,100,4.61
522,Carauari,BR,2022-02-12 20:37:34,-4.8828,-66.8958,81.14,83,92,1.19
523,Ballitoville,ZA,2022-02-12 20:37:35,-29.539,31.2144,78.17,88,0,8.05
524,Bama,NG,2022-02-12 20:37:35,11.5221,13.6856,70.93,18,70,7.99
525,Soe,ID,2022-02-12 20:37:35,-9.8607,124.284,65.21,95,99,2.57
526,Bathsheba,BB,2022-02-12 20:37:35,13.2167,-59.5167,83.01,57,20,23.02
527,Yarmouth,US,2022-02-12 20:37:36,41.7057,-70.2286,62.58,70,0,13.8
528,Iquitos,PE,2022-02-12 20:36:25,-3.7481,-73.2472,86.04,74,75,5.75
529,Prince Rupert,CA,2022-02-12 20:34:27,54.3161,-130.3201,40.69,87,20,5.75
530,Balezino,RU,2022-02-12 20:37:36,57.9796,53.0106,19.56,96,100,6.17
531,Jasper,US,2022-02-12 20:37:36,37.2001,-94.3502,34.02,33,20,8.05
532,Januaria,BR,2022-02-12 20:37:36,-15.4833,-44.3667,72.32,92,100,3.49
533,Tiarei,PF,2022-02-12 20:37:37,-17.5333,-149.3333,86.02,74,89,13.65
534,Santa Isabel Do Rio Negro,BR,2022-02-12 20:37:37,-0.4139,-65.0192,86.67,64,100,3.98
535,Acajutla,SV,2022-02-12 20:37:37,13.5928,-89.8275,96.8,59,5,8.95
536,Bosaso,SO,2022-02-12 20:37:37,11.2842,49.1816,75.09,71,80,4.18
537,Wadowice,PL,2022-02-12 20:37:38,49.8834,19.4929,31.15,79,3,11.01
538,Port Hedland,AU,2022-02-12 20:37:38,-20.3167,118.5667,84.25,89,40,5.75
539,Tukrah,LY,2022-02-12 20:32:50,32.5341,20.5791,52.56,71,3,3.91
540,Yuxia,CN,2022-02-12 20:37:38,34.0615,108.6291,36.21,69,8,5.37
541,Mogilno,PL,2022-02-12 20:37:39,52.6581,17.9558,32.2,85,59,5.99
542,Vazante,BR,2022-02-12 20:37:39,-17.9869,-46.9078,71.19,92,90,7.14
543,Cao Bang,VN,2022-02-12 20:37:39,22.6667,106.25,55.13,98,100,2.13
544,Eirunepe,BR,2022-02-12 20:37:39,-6.6603,-69.8736,84.56,73,83,2.48
545,Choix,MX,2022-02-12 20:37:40,26.7092,-108.3219,85.19,15,100,7.49
546,Amudat,UG,2022-02-12 20:37:40,1.95,34.95,75.25,37,96,5.19
547,Yining,CN,2022-02-12 20:37:40,29.0361,114.5636,40.75,94,100,1.99
548,Chumikan,RU,2022-02-12 20:38:40,54.7183,135.315,4.28,89,100,3.24
549,Fare,PF,2022-02-12 20:38:41,-16.7,-151.0167,81.34,71,97,13.27
550,Ambulu,ID,2022-02-12 20:38:41,-8.345,113.6058,75.42,88,100,3.18
551,Krasnoborsk,RU,2022-02-12 20:38:41,61.5598,45.934,13.41,96,96,6.08
552,Waipawa,NZ,2022-02-12 20:38:41,-41.4122,175.5153,52.45,97,100,22.97
553,Umm Lajj,SA,2022-02-12 20:38:42,25.0213,37.2685,67.93,25,0,21.97
